id_descripcion;descripcion
887;"Dory sets off on a life-changing adventure to find her family."
888;"Marlin makes an epic journey to bring Nemo home when he's taken by divers."
889;"A wisecracking Secret Service agent is assigned to the President's son."
890;"A boy mysteriously gains knowledge of the farthest reaches of the universe."
891;"A father hides his unusual son, and then must face the consequences."
892;"It's spring, and the flowers, mushrooms, and trees come to life. See details for advisory."
893;"Phillip hopes his super-bouncy goo will save his college and his wedding."
894;"The chipmunks and Pluto battle over a supply of nuts. See details for advisory."
895;"Small birds mock a big bird who tries to sit with them"
896;"Hamm attempts to give Forky a lesson on how the US monetary system works."
897;"Share the story of famed Disney animators Frank Thomas and Ollie Johnston."
898;"Victor harnesses the power of science to bring his dog Sparky back to life."
899;"A mother and daughter see things a bit differently when they switch bodies."
900;"Free solo climber Alex Honnold prepares to scale El Capitan in Yosemite without a rope."
901;"Three very different sets of friends experience growing pains."
902;"Anna and Kristoff brave the elements, racing to save Elsa and the kingdom."
903;"A former college star is convinced to coach a winless basketball team."
904;"Two classic featurettes starring Mickey, Donald, Goofy and Jiminy Cricket."
905;"An invisible creature helps Mikey cope with junior high and family drama."
906;"In Scotland, 994 A.D. Goliath and his clan of gargoyles defend a medieval castle."
907;"Popular Dylan wants film geek Josh to help her be crowned Blossom Queen."
908;"A teen genius juggles the roles of college student and junior high bad boy."
909;"Two nurses try to escort seniors to the nursing home."
910;"Geri plays a daylong game of chess against himself."
911;"A teenage gossip columnist takes on the case of her missing teacher."
912;"Go beneath the surface of the sea for an extraordinary look at whales and dolphins."
913;"Riley and Maya traverse the twists of teenage years."
914;"A girl must embrace hockey if she wants to become a champion ice skater."
915;"At a new school, Jace overcomes his blindness through a love of wrestling."
916;"The Duncans are a typical family whose lives are turned topsy-turvy with the arrival of Charlie"
917;"The Duncans need a miracle of their own to reunite in time for Christmas."
918;"Goofy is a single father raising his son, Max in Spoonerville."
919;"A new coach and her middle school dance team surprise all their doubters."
920;"A park ranger has to keep Donald in check at the Grand Canyon. See details for advisory."
921;"A grasshopper learns a lesson about hard work. See details for advisory."
922;"An intimate and unprecedented view of animal migrations across the globe."
923;"The story of friendship forged between a shepherd and his devoted dog."
924;"A football team welcomes their newest member... a placekicking mule."
925;"Marnie and her siblings discover their spooky heritage in Halloweentown."
926;"Marnie's magic is on the line as Halloweentown kids transfer to her school."
927;"A warlock with a devious plan has stripped Halloweentown of its magic."
928;"Handy Manny and his box of friendly, silly tools are the go-to guys in their neighborhood."
929;"Hannah Montana is a live-action comedy series that follows typical tween Miley Stewart."
930;"A look at Miley Cyrus's sold-out concerts and her life on tour."
931;"Miley adapts to life back in Tennessee after getting too caught up in the celebrity lifestyle."
932;"The identity of Brewster High's mascot, The Chicken, is a big mystery."
933;"Mickey and gang experience Hawaii through hula dancing and the beach. See details for advisory."
934;"Portly misfits join up to take back their summer camp from a fitness guru."
935;"A stowaway derails Herbie's trip from Puerto Vallarta to Brazil for an auto race."
936;"Herbie tries to lose jewel thieves and find love during a road race from Paris to Monte Carlo."
937;"Herbie comes to the rescue when a greedy real estate tycoon is after an elderly widow's home."
938;"Hercules must go from zero to hero to save the universe from Hades' wrath."
939;"A basketball star and a brainy girl find a place in the spotlight…and love."
940;"The East High Wildcats take on summer and let their talents shine."
941;"Troy, Gabriella and the rest of the East High kids take on senior year."
942;"For the first time ever, East High Wildcats put on a production of High School Musical: The Musical!"
943;"Three 17th-century Salem witches are conjured up by unsuspecting children."
944;"A corral of critters join forces to save their farm from a band of outlaws."
945;"A wacky inventor accidentally turns his baby boy into a towering toddler."
946;"Inventor Wayne Szalinski accidentally shrinks his kids to 1/4-inch tall."
947;"This time, Wayne Szalinski's shrink machine is pointed at the parents!"
948;"Spoiled Michael spends a summer at his cousin Tommy's Montana ranch."
949;"Hostile Planet reveals the animal kingdom’s epic stories of survival in extreme environments."
950;"Trying to right a wrong, Jay accidentally steals the principal's show dog."
951;"Canines are one of the most diverse species on Earth – how did they get that way?"
952;"Tech-savvy best friends use their smarts to engineer the perfect boyfriend."
953;"Goofy shows us how to fish… or how not to! See details for advisory."
954;"Goofy demonstrates how to swim. See details for advisory."
955;"Hulk and friends battle against evil."
956;"A jokester zooms home for Christmas with a prize in mind – his dad's car!"
957;"Our favorite Ice Age herd embarks on a rescue mission that turns into the world’s first egg hunt."
958;"A brainy ugly duckling realizes her dream of becoming a champion figure skater."
959;"The tug-of-war between Paul’s head and his heart."
960;"Five Emotions must work overtime when a young girl moves to a new city."
961;"A security guard's dreams come true when he is transformed into the ultimate crime-fighting tool."
962;"While Inspector Gadget is on probation, Claw breaks out of jail, and the Mayor unveils a new gadget."
963;"Two friends set out to traverse the Grand Canyon by foot, revealing its beauty and challenges."
964;"Follow a team of explorers on an epic expedition to save the Okavango Delta."
965;"The story of a 30-year-old bartender who earned a chance to play for the Philadelphia Eagles."
966;"A Halloween science experiment leaves Cleo's popular sister invisible."
967;"Industrialist Tony Stark leads a private team of superheroes as Iron Man against the forces of evil."
968;"After a tragic accident robs Tony of his father, he uses his new invincible armor to protect others."
969;"Will courageously joins a dogsled race that may save his family from ruin."
970;"A mischievous 10-year-old boy lives life in a grown-up's body."
971;"Kari thinks she's in for a routine night babysitting."
972;"A young boy escapes his cruel home life when he discovers a giant peach."
973;"An intimate portrait of Jane Goodall’s groundbreaking chimpanzee research."
974;"A small-town girl becomes a nanny for a quirky, rich family."
975;"Nat Geo WILD re-joins the Pols in central Michigan as they get into the Christmas spirit."
976;"Johnny returns to Hawaii and has to babysit his 12-year-old "Uncle Chris.""
977;"A teen surfing sensation moves from Hawaii to a tiny Vermont ski town."
978;"An exclusive backstage pass into the world of the Jonas Brothers."
979;"A team of scientists explores pristine coral reefs around five remote islands near Tahiti."
980;"A professor and his colleague engage in a race to see who will reach the center of the Earth first."
981;"A tough Brooklyn boxer agrees to join a Double Dutch jump rope team."
982;"Modern-day pirates leave two cousins stranded on an island."
983;"A Wall Street mogul learns he has a son who's been raised in the jungle."
984;"An intimate glimpse into the life-and-death struggles of a jaguar family."
985;"12-year-old Max Connor accidentally frees a 3,000-year-old genie."
986;"The series will follow the crew of lovable misfits."
987;"Kim Possible and Ron Stoppable take on high school."
988;"Kim's new campus crush distracts her from Dr. Drakken's latest evil plot."
989;"Gorillas and chimpanzees stuggle for power and dominance within their clans."
990;"Marine scientists embark on a mission to uncover the mysteries of the blue whale."
991;"In the remote, majestic landcape of the high Arctic, a photographer seeks the legendary white wolf."
992;"An unlikely connection between a kitten and a pit bull sparks a unique friendship."
993;"A snowman longs to break out of his snow globe."
994;"Kronk cooks up a get-rich-quick scheme to impress his Dad."
995;"A peculiar story about a young boy coming of age."
996;"Leo discovers a secret underground lab with three experiments."
997;"A house dog and a stray embark on an adventure and come to understand the value of home."
998;"A love story that takes place over millions of years."
999;"Anna and Elsa search for the missing Northern Lights."
1000;"Han, Chewie, Leia and more team up for new adventures!"
1001;"Roger, the lovable battle droid, tells his story."
1002;"C-3PO recounts the great adventures of the Rebels."
1003;"Follow five untold stories before the Force awakened."
1004;"12-year old Rowan Freemaker discovers the Kyber Saber."
1005;"The Freemakers lend a helping hand to the rebel fleet."
1006;"The enraged Emperor sends Darth Vader to destroy Luke."
1007;"Luke Skywalker attempts a daring raid on Coruscant."
1008;"Luke Skywalker accidently opens a remaining holocron."
1009;"Yoda and Obi-Wan recall freeing the Holocrons from the Temple."
1010;"Obi-Wan urges Luke to travel to Tatooine."
1011;"A ragtag group of freshmen come together in the name of rock 'n' roll."
1012;"Pluto's jealousy of a kitten leaves him conflicted about rescuing it. See details for advisory."
1013;"Dr. Hamsterviel forces Jumba to create Leroy, the evil twin of Stitch."
1014;"A true poet overcomes self-doubt and shows everyone his artistic genius."
1015;"A teenager enters an adopted mutt into a dog show to try to win $5000."
1016;"An ex-child star struggling as an agent discovers a sassy new client."
1017;"Eve magically awakes to help get Grace back on track."
1018;"A young alien bungles his first lesson in abduction."
1019;"A little girl adopts a wanted alien wreaking havoc on the Hawaiian Islands."
1020;"A glitch sends Stich out of control just before Lilo's big hula contest."
1021;"Lizzie McGuire has great friends, a great family and even great foes. Get inside her head."
1022;"Mickey Mouse, Donald Duck and Goofy run a ghost exterminating agency. See details for advisory."
1023;"A high-tech treasure map rewrites the history of the ancient Maya in the Guatemalan jungle."
1024;"A toy-stealing bully meets his match in a Lost & Found box."
1025;"When his lucky charm is stolen, Kyle learns that he is part leprechaun."
1026;"A baby lamp finds a ball to play with."
1027;"Donald continually heckles Mickey's magic act. See details for advisory."
1028;"Pluto must deliver mail to a remote outpost. See details for advisory."
1029;"A wildlife filmmaker tries to keep up with a cheetah mom determined to keep her cubs alive."
1030;"Go behind the scenes as Elon Musk and his engineers prepare for the Falcon Heavy rocket launch."
1031;"In the Marvel Comics universe mutants are persecuted by a hateful and fearful populous."
1032;"Ghost-Spider is falsely accused of her friend's death."
1033;"Marvel’s young powered heroes join forces to protect the Universe."
1034;"An exclusive look inside the world of Marvel Studios."
1035;"An exciting look into the future of Marvel Studios’ films and upcoming Disney+ series."
1036;"Scott Lang and Dr. Hank Pym plan a heist that could save the world."
1037;"Tony Stark unwittingly creates an A.I. monster bent on destroying mankind."
1038;"The epic finale to the Infinity Saga, this dramatic showdown pits the Avengers against Thanos."
1039;"Captain America and Iron Man clash, causing the Avengers to choose sides."
1040;"A top-secret research project turns Steve Rogers into Captain America."
1041;"Captain America and Black Widow join forces against the Winter Soldier."
1042;"Marvel Studios’ Captain Marvel launches the MCU’s most powerful hero."
1043;"A famous surgeon battles unseen forces bent on destroying our reality."
1044;"A group of misfit heroes become the object of an unrelenting bounty hunt."
1045;"The Guardians fight to keep their newfound family together as they discover Quill's parentage."
1046;"Jet-setting industrialist Tony Stark vows to protect the world as Iron Man."
1047;"Inventor Tony Stark forges new alliances to confront powerful enemies."
1048;"His personal world destroyed, Tony Stark embarks on a harrowing quest to find those responsible."
1049;"Nick Fury recruits a team of heroes to battle an unexpected enemy."
1050;"Thor, Asgard's greatest hero, reignites an ancient war that he must take part in from Earth."
1051;"Thor must set out on his most dangerous and personal journey yet."
1052;"Spider-Man trains alongside four fellow teenage superheroes."
1053;"Working for SSR, Peggy would rather be in the field."
1054;"Ant-Man protects the world one inch at a time!"
1055;"Marvel’s mightiest heroes combine their power."
1056;"A new team of heroes joins the Avengers."
1057;"The Guardians find a map leading to a powerful weapon."
1058;"The stories of five outlaws who became the Guardians."
1059;"Celebrate the inspiring efforts of young, real life heroes as they join Marvel’s Hero Project."
1060;"The never-before-told adventure of the Royal Family."
1061;"Rocket and Groot shop for a new ship."
1062;"Spidey and Iron Man team-up. Black Panther vs. Ghost."
1063;"A magical nanny reconnects a father and mother with their two children."
1064;"Mater ponders if the legend of the Ghostlight is true."
1065;"Two surfer dudes try to stop an ex-park ranger from stealing Old Faithful."
1066;"A young inventor uses time travel to find the family he never knew."
1067;"Classic stories blend high-spirited music and unforgettable characters. See details for advisory."
1068;"Mickey and Pluto vacation in Australia. See details for advisory."
1069;"All-new series of cartoon shorts, Mickey Mouse finds himself in silly situations around the world!"
1070;"The Mickey Mouse Club is a variety show featuring the Mouseketeers. See details for advisory."
1071;"An animated version of the classic tale starring three Disney favorites."
1072;"The gang gives Mickey a surprise birthday party. See details for advisory."
1073;"All your Disney pals star in this retelling of a Dickens Christmas classic."
1074;"Pluto helps Mickey get ready when he forgets about his big date. See details for advisory."
1075;"Join Mickey and his pals for tales of their most memorable Christmases."
1076;"Mickey's rival, Mortimer, strives for Minnie's affections. See details for advisory."
1077;"Mickey, Donald and Goofy are on an adventurous car trip. See details for advisory."
1078;"Mickey and his pals learn the true meaning of Christmas…with Santa's help."
1079;"Taken to Hollywood to hide, a mighty gorilla is chased by a hunter."
1080;"Mike and Sulley try to take Mike's new car for a ride."
1081;"Three teen outcasts invent a time machine to save their social lives."
1082;"The story of the 1980 U.S. Olympic hockey team's win over a seemingly invincible Soviet squad."
1083;"A family risks their lives to help their neighbors escape the Nazis."
1084;"A physically challenged boy strives to compete in a national soapbox derby."
1085;"The true story of the terrifying, ultimately triumphant landing of Flight 1549 in the Hudson River."
1086;"A NASA mission to study the sun gathers data on potentially devastating solar storms."
1087;"Moana and Maui set sail on a journey across the ocean to save the world."
1088;"Two kids set up their mom on a date with a vampire."
1089;"Discover how Mike and Sulley first met at Monsters University."
1090;"A little girl named Boo wanders into the world of monsters."
1091;"Andi takes her brother's spot in a motocross race after he injures his leg."
1092;"A New England family finds their new home is haunted by a local legend."
1093;"Donald attempts to court Daisy. See details for advisory."
1094;"Mickey Mouse and Pluto hit the road - and run into trouble. See details for advisory."
1095;"Mulan must complete a dangerous mission before marrying General Shang."
1096;"Join the Muppets as they share unforgettable moments."
1097;"The classic pirate tale gets a fun and zany Muppet twist."
1098;"The Muppets find themselves entangled in an international crime caper."
1099;"A TV reporter happens on the story of the millennium when a Martian lands on Earth."
1100;"Pooh, Tigger, and friends from the Hundred Acre Wood welcome new neighbors"
1101;"Ben Gates must kidnap the president to prove his ancestor's innocence."
1102;"New York City paperboys battle a greedy newspaper tycoon in 1899."
1103;"Gutsy newsboys take on newspaper titans in 1899. Filmed live in Hollywood."
1104;"Kris Kringle's daughter must find her brother and bring him back in time to save Christmas."
1105;"An aspiring TV producer searches for the world's greatest kid magician."
1106;"Olaf and Sven set out to save Christmas for Anna and Elsa."
1107;"The quintessential film about a boy's love for his dog."
1108;"A feisty young cat explores New York in this animated spin on Oliver Twist."
1109;"A fractured retelling of the classic "The Princess and The Pea.""
1110;"A young mother rediscovers the joy of Christmas thanks to the unshakable faith of her daughter."
1111;"A girl gets caught in the middle of a musical duel."
1112;"Soldiers secretly transport an elephant across 200 miles of rugged terrain."
1113;"Hosted by Jason Silva, this eight-part series illuminates key developments in human culture."
1114;"A group of children come and play in a clubhouse made entirely out of painted cardboard boxes."
1115;"Americans are demanding action on climate change and taking matters into their own hands."
1116;"Cloud people bring babies to life to storks to deliver"
1117;"Mike and Sulley return to Monsters University."
1118;"The story of a little Pine Squirrel named Perri and her life in the forest."
1119;"A mysterious boy claims to live in the woods with a giant green dragon."
1120;"Adventures await when Peter Pan and his friends fly to Never Land. See details for advisory."
1121;"Wendy's daughter Jane is whisked away to Never Land by Captain Hook."
1122;"A phantom haunting a local megaplex threatens to ruin a premiere gala."
1123;"Phil is just your average teenager – whose family crash-landed here from the year 2121."
1124;"Phineas and Ferb have big summertime adventures with friends."
1125;"Phineas and Ferb jump dimensions and learn Perry is a real secret agent."
1126;"Two Universes Collide In One Epic Adventure!"
1127;"When Piglet disappears, his friends band together to find him."
1128;"A little wooden puppet yearns to become a real boy."
1129;"A sandpiper exploring by the shore encounters scary waves."
1130;"An alliance forms to rescue Captain Jack Sparrow from Davy Jones' locker."
1131;"Captain Jack Sparrow must seize the "Dead Man's Chest" to cheat death."
1132;"Jack Sparrow and Will Turner partner to save the governor's daughter."
1133;"Characters and moments from Pixar films are brought to life to the surprise of real people."
1134;"A techno whiz must protect his hologram from falling into the wrong hands."
1135;"Tough and versatile, birds live in almost every habitat across the world."
1136;"Pluto tries to catch a gopher in Minnie's garden. See details for advisory."
1137;"Pluto and Mickey bring home a special Christmas Tree. See details for advisory."
1138;"Pluto tries to bring in the mail, but one parcel refuses to cooperate. See details for advisory."
1139;"Pluto hates the sweater that Minnie knits for him. See details for advisory."
1140;"Free-spirited Pocahontas must find her own path."
1141;"Pocahontas sets sail for England and the allure of life in a new land."
1142;"An orphan brings sunshine into the lives of everyone she meets, despite her stifling aunt."
1143;"Pooh and his pals set off on an adventure to find their best friend."
1144;"Pooh and his friends are shocked when Roo befriends a playful Heffalump."
1145;"Presto forgets to feed his rabbit one too many times."
1146;"Royalty and roughing it collide when a princess moves in with a tomboy."
1147;"Purl gets a job at a start-up and must decide how far is she willing to go to be accepted."
1148;"This cartoon follows on from the 1980's cartoon "DuckTales"."
1149;"A Ugandan girl’s life changes forever when she discovers she has an amazing talent for chess."
1150;"Jamie is the center of attention until her mom gives birth to quintuplets."
1151;"A determined young rat dreams of becoming a French chef."
1152;"Jamie's journal accidentally becomes a best-selling book."
1153;"Corrie dreams of becoming a jockey despite her father's race-related death."
1154;"T.J. and the gang are captured by the kindergartners."
1155;"Third Street Elementary students band together to save summer break."
1156;"The gang graduates to the fifth grade but discovers some unwelcome changes."
1157;"Red, a unicycle, dreams that he steals the show."
1158;"An African-American coach leads a newly integrated high school football team in 1970s Virginia."
1159;"Rescue dog Pluto must deal with a playful seal pup. See details for advisory."
1160;"Sinister masterminds manipulate a boy's supernatural powers for their own devious gain."
1161;"Marnie Piper holds the key to Witch University's ultimate secret."
1162;"Dorothy battles the wicked Princess Mombi and the evil Nome King to restore the Emerald City."
1163;"A wishing machine transports Richie Rich to an alternate universe."
1164;"Two sisters fight for their place in male-dominated junior drag racing."
1165;"A boy shows up at Riley's door."
1166;"Sydney questions a decision to sell her inherited Hawaiian land."
1167;"Disney's animated classic tale of England's legendary hero."
1168;"Officers and vets in the Pike's Peak area of Colorado handle thousands of animal emergencies a year."
1169;"Unlikely heroes band together to steal the plans to the Death Star."
1170;"Explore the surface of the red planet through the eyes of two NASA rovers."
1171;"A little girl becomes the first African-American to integrate her school."
1172;"Visit some of the most exotic and beautiful places still in existence."
1173;"Four animated shorts with Donald Duck and Goofy are set to a samba beat. See details for advisory."
1174;"Two young brothers adopt an injured seal…without telling their parents. See details for advisory."
1175;"Young Sanjay daydreams of Hindu gods as superheroes."
1176;"When holiday spirit mysteriously begins to disappear, the Santa Pups race to save Christmas."
1177;"Santa and his elves make toys to deliver on Christmas Eve See details for advisory."
1178;"Discover the untold story behind Walt Disney's 20-year effort to bring "Mary Poppins" to life."
1179;"Nine high school students compete at the International Science and Engineering Fair."
1180;"Oceanographer Sylvia Earle sets out to inspire the creation of 'blue parks' to protect the ocean."
1181;"Tink crosses into the forbidden Winter Woods and finds she has a sister."
1182;"A housewife becomes the unlikely owner of a racehorse, then risks it all to make him a champion."
1183;"A team of experts races to repair the structure housing Christ’s tomb."
1184;"Discover Mother Nature’s secrets with a look at our ever-evolving planet."
1185;"A new scientific expedition follows the king cobra into the wild for the first time."
1186;"Best friends attend high school and dance professionally."
1187;"A team of explorers sets out to explore the sea and land of the remote Pitcairn Islands."
1188;"Aspiring diva Sharpay leaves suburbia and hits Broadway…and hits it hard."
1189;"A cabin boy must outwit a ruthless gang of pirates while shipwrecked on a jungle island."
1190;"The adventures of the cosmic wanderer as he seeks his lost home after rebelling from his master."
1191;"Homer must save the world from a catastrophe he himself created."
1192;"A low-rent lounge singer is forced to hide out from the mob in a convent."
1193;"Deloris goes back undercover to try to save a troubled inner-city school."
1194;"Teen brothers discover a UFO near their town…and learn of an alien plot."
1195;"A fairy-tale classic about a princess saved by true love's kiss."
1196;"A computerized Smart House becomes an overly possessive virtual mother."
1197;"Two antiquated robots risk everything for freedom and for each other."
1198;"Discover the movie called “The Greatest Animated Film Of All Time”!"
1199;"A New York accountant moves west when he inherits a dilapidated ski resort."
1200;"Angela finds a snow globe that transports her into a Christmas wonderland."
1201;"A teenage girl travels the country on a rock tour while investigating the supernatural."
1202;"Pluto is out of place at a dog show, but he proves to be a hero. See details for advisory."
1203;"Peter uses science to investigate his spider bite."
1204;"Spider-Man battles crime in New York City with the help of Iceman and Firestar."
1205;"Strap in to your seats and experience Spider-Man Unlimited!"
1206;"Jessica Drew has superhuman powers. She uses them as Spider-Woman."
1207;"Untold stories from the heroines of Star Wars."
1208;"The Ghost crew provides a spark to ignite a rebellion."
1209;"It is a dark time in the galaxy as the Empire continues to tighten its grip."
1210;"A young farm boy intercepts a distress call from the captive Princess Leia."
1211;"Young Anakin and Padmé fall in love as galactic war looms."
1212;"What does a curious little droid do when he's not on a daring mission to save the galaxy?"
1213;"Luke Skywalker faces Darth Vader in a final duel."
1214;"As the Republic falls, Anakin Skywalker becomes the evil Darth Vader."
1215;"Luke Skywalker trains as a Jedi and confronts Darth Vader."
1216;"Rey, Finn, Han and Chewbacca search for the one hope of restoring peace."
1217;"Jedi discover Anakin Skywalker, a boy unusually strong in the Force."
1218;"Pop star Christopher Wilde must choose to follow his heart or embrace fame."
1219;"Watch Mickey Mouse's classic cartoon debut. See details for advisory."
1220;"A human and an alien team up to stop their parents from getting married."
1221;"Stitch tries to save his intergalactic "cousins" from evil Captain Gantu."
1222;"The discovery of a prehistoric site in Ireland sheds new light on the mysteries of Stonehenge"
1223;"A bored suburban teen accidentally switches phones with a pop star."
1224;"A rock star befriends a gentle tiger being hunted for sport. See details for advisory."
1225;"A new breed of hero is born when Disney's favorite extraordinary pups become Super Buddies!"
1226;"A violent storm shipwrecks the Robinson family on a deserted island. See details for advisory."
1227;"Follow Baloo, his 12-year old navigator Kit, the boss Rebecca Cunningham, and the rest of the crew."
1228;"It's all up to Pecos Bill to save a boy's family farm in this rousing Western adventure."
1229;"Rapunzel and Flynn set off on a hilarious, hair-raising escapade."
1230;"Rapunzel escapes for a night of freedom before her coronation."
1231;"Tarzan and Jane celebrate their first year in the jungle."
1232;"A dog discovers that his dream of becoming a real boy isn't so far-fetched."
1233;"Mack and Brady get a real-world visit from their retro movie compadres."
1234;"McKenzie and her boyfriend Brady catch a wave into a retro coastal musical."
1235;"To save her soul, Amber must pull off a high-school miracle."
1236;"A teen, a cat and a rookie FBI agent team up to solve a kidnapping."
1237;"A cat holds the clue to bank robbers holding a teller hostage."
1238;"A bumbling professor invents gravity-defying Flubber."
1239;"Andre awakens from a nap and is greeted by a pesky bee."
1240;"A boy joins the California gold rush with his trusty butler on his tail. See details for advisory."
1241;"Huck and a runaway slave brave the Mississippi River in search of freedom."
1242;"Enjoy two classic stories with Toad's Wild Ride and the Headless Horseman."
1243;"Spin and Marty have adventures during the summer at Triple R Ranch. See details for advisory."
1244;"Two wildlife experts spend years studying the majestic African lion."
1245;"Bumbling outlaws help three young orphans protect their huge gold nugget. See details for advisory."
1246;"Two bumbling outlaw wannabes just can't succeed in going straight. See details for advisory."
1247;"A pedigreed cat and her kittens are catnapped by a greedy butler. See details for advisory."
1248;"Goofy demonstrates the art of skiing. See details for advisory."
1249;"Chaos sweeps over the planet as the Super Villain prison system breaks down."
1250;"Set in a vibrant, high-tech future, the series focuses on the mightiest superheroes in the universe."
1251;"Mickey's concert in the park is disrupted by Donald and a cyclone. See details for advisory."
1252;"A man seeking peace and quiet becomes a father to three mischievous bears. See details for advisory."
1253;"Red Riding Hood travels to visit her sick grandmother. See details for advisory."
1254;"Two young boys try to transform a misfit hound into a champion bird dog. See details for advisory."
1255;"A young pig keeper becomes an unlikely hero when he confronts an evil king."
1256;"Take a spectacular descent into nature's ultimate mystery: The Black Hole."
1257;"Two unlikely umbrellas fall eternally in love."
1258;"Classic Disney tales are brought to life in a magical storytelling experience."
1259;"Pooh and Friends discover Christopher Robin’s storybook filled with endearing tales about them!"
1260;"Toaster and his friends head for Mars to bring the master's baby home."
1261;"A Texan castaway helps defend a Hawaiian family's land."
1262;"The Cheetah Girls sing and dance their way toward that elusive record deal."
1263;"The Cheetahs go to Barcelona to perform in a music festival."
1264;"The Cheetah Girls are off to India to land a spot in a Bollywood musical."
1265;"A counterfeiter finds the true meaning of Christmas."
1266;"The Pevensie siblings return to lead the Narnians on a remarkable journey."
1267;"Four siblings enter a magical land and help its inhabitants defeat a witch."
1268;"Two girls from different backgrounds learn the true color of friendship."
1269;"A student turns genius when he absorbs the knowledge stored in a computer."
1270;"The Country Bears aim to save the venue that made them famous."
1271;"A selfish emperor learns a lesson in humility when he is turned into a llama."
1272;"An all-expenses-paid vacation ends up costing the Stevens their sanity."
1273;"The Okavango Delta in Botswana transforms from desert to water wonderland."
1274;"A little fox and a hound pup become unlikely friends."
1275;"Tod and Copper's friendship is put to the test."
1276;"A superstar quarterback meets the daughter he never knew existed."
1277;"Ghosts inhabiting a cash-strapped academy enlist the help of a shy cadet."
1278;"The goddess of spring is kidnapped, bringing about the winter season. See details for advisory."
1279;"A fable of a king whose touch turns everything to gold. See details for advisory."
1280;"A dinosaur named Arlo makes an unlikely friend during his journey home."
1281;"Kermit and the gang investigate when Miss Piggy is framed for burglary."
1282;"The story of Francis Ouimet, the first amateur to win the U.S. Open."
1283;"A family comes face-to-face with 999 grim, grinning ghosts in creepy old Gracey Manor."
1284;"Donald and his nephews play Hockey. See details for advisory."
1285;"Quasi leaves his tower in Notre Dame to help a kind and beautiful gypsy."
1286;"It's Quasimodo's turn to look past appearances when seeking true love."
1287;"Creating happiness takes a strong blend of imagination and engineering - known as Imagineering."
1288;"Two dogs and a cat traverse the Canadian frontier to find their way home."
1289;"A family of Supers, forced to adopt civilian lives, returns to action."
1290;"A brave young girl embarks on a cross-country search for her father."
1291;"Mowgli must decide whether to live in the village or return to the jungle."
1292;"Mowgli reflects on his childhood jungle adventures."
1293;"A prince seeks control of a kingdom from his brothers through magic."
1294;"Timon and Pumbaa reveal how they helped Simba save the Serengeti."
1295;"Simba's strong-willed daughter befriends the heir to Scar's pride."
1296;"Dive into Disney fun with Ariel in The Little Mermaid."
1297;"Return To The Sea with The Little Mermaid’s daughter."
1298;"Long before Prince Eric, Ariel faces a choice between family and music."
1299;"Mickey tries to clean Minnie's yard despite a playful whirlwind. See details for advisory."
1300;"The desert teems with vitality in this true-life adventure."
1301;"Lizzie McGuire and her pals go on a class trip to Italy."
1302;"An archaeologist on the hunt for Alexander the Great’s lost tomb makes an extraordinary discovery."
1303;"A down-on-his-luck race car driver teams up with a little VW Bug that has a mind of its own."
1304;"Experience the magical tales of Pooh and his Hundred Acre Wood friends."
1305;"A research scientist discovers his lab duck now lays golden eggs."
1306;"Holly forms a Christmas singing group to compete with a harsh rival."
1307;"The Muppets present their own touching rendition of Charles Dickens' classic tale."
1308;"On his way to Hollywood, Kermit dodges a villain eager to serve him up as fried frog-legs."
1309;"The Muppets' biggest fan reunites the gang to save their beloved theater."
1310;""The Muppets" return with a documentary-style show."
1311;"The stories of Winnie the Pooh and friends."
1312;"Animals try to stay safe and dry in an old mill. See details for advisory."
1313;"Goofy demonstrates Olympic events to the narration of their history. See details for advisory."
1314;"Identical twins scheme to switch places and reunite their divorced parents."
1315;"Twins separated at birth reunite, then switch places to try and get their parents back together."
1316;"The Pied Piper lures the children out of town. See details for advisory."
1317;"Walt Disney explains some of the techniques of animation. See details for advisory."
1318;"Eddie and Marie’s parents invent a machine that makes them younger."
1319;"After meeting his lookalike, a prince trades places with a pauper. See details for advisory."
1320;"A fateful kiss with a frog sends Tiana on a mystical bayou adventure."
1321;"A teenager discovers that she is the princess of a small European country."
1322;"Princess Mia has 30 days to find a husband... or she can't become queen."
1323;"Penny's boring family vacation becomes a mysterious island adventure."
1324;"Robert Benchley gives a behind-the-scenes look at how animation is created."
1325;"Riley and Todd, can replace any adult in their life by making a simple call to the Fleemco company."
1326;"Two mice rush to help an orphan girl in the clutches of an evil woman."
1327;"Bernard and Bianca race to Australia to save a boy from a vile poacher."
1328;"A high school baseball coach gets a second chance as a big-league pitcher."
1329;"A bizarre twist of fate transforms a divorced dad into the new Santa."
1330;"Scott Calvin must get married by Christmas Eve or lose his title as Santa."
1331;"The holidays take a chaotic turn when Jack Frost puts a freeze on Christmas."
1332;"Ian and Claire Carlyle discover that ghosts really do exist!"
1333;"A boy's world is turned upside down when he hooks a wish-granting gourd."
1334;"A District Attorney candidate finds himself transformed into a sheepdog."
1335;"A magical ring transforms a teenager into a lumbering sheepdog."
1336;"Don Diego dons the mask of Zorro to free his town from a dictator. See details for advisory."
1337;"Mickey and Pluto go fishing at the beach. See details for advisory."
1338;"A governess wins the hearts of many and leads the Von Trapp family to their 1938 flight to freedom."
1339;"Prince John conspires to gain power when King Richard leaves England."
1340;"A college science wiz gains super strength in a lab accident. See details for advisory."
1341;"Zack and Cody become truly connected after joining a twin research study."
